CHROM	FRAG_START	FRAG_STOP	STRAND	DESCRITION	MODEL
Chr3	36124403	36132012	+	"ID=LOC_Os03g63940.1;Name=LOC_Os03g63940.1;Parent=LOC_Os03g63940"	LOC_Os03g63940.1
Chr3	36132038	36134636	+	"ID=LOC_Os03g63950.1;Name=LOC_Os03g63950.1;Parent=LOC_Os03g63950"	LOC_Os03g63950.1
Chr4	187796	197110	-	"ID=LOC_Os04g01250.2;Name=LOC_Os04g01250.2;Parent=LOC_Os04g01250"	LOC_Os04g01250.2
Chr3	35428588	35430487	-	"ID=LOC_Os03g62590.1;Name=LOC_Os03g62590.1;Parent=LOC_Os03g62590"	LOC_Os03g62590.1
Chr3	35432729	35434590	-	"ID=LOC_Os03g62600.1;Name=LOC_Os03g62600.1;Parent=LOC_Os03g62600"	LOC_Os03g62600.1
Chr3	35436726	35441630	+	"ID=LOC_Os03g62610.1;Name=LOC_Os03g62610.1;Parent=LOC_Os03g62610"	LOC_Os03g62610.1
Chr3	35647669	35653582	+	"ID=LOC_Os03g63040.1;Name=LOC_Os03g63040.1;Parent=LOC_Os03g63040"	LOC_Os03g63040.1
Chr3	35657365	35659396	+	"ID=LOC_Os03g63060.1;Name=LOC_Os03g63060.1;Parent=LOC_Os03g63060"	LOC_Os03g63060.1
Chr3	36150664	36152517	+	"ID=LOC_Os03g63970.1;Name=LOC_Os03g63970.1;Parent=LOC_Os03g63970"	LOC_Os03g63970.1
Chr3	36171632	36172326	+	"ID=LOC_Os03g63999.1;Name=LOC_Os03g63999.1;Parent=LOC_Os03g63999"	LOC_Os03g63999.1
Chr3	36174727	36175392	+	"ID=LOC_Os03g64010.1;Name=LOC_Os03g64010.1;Parent=LOC_Os03g64010"	LOC_Os03g64010.1
Chr3	36180583	36183152	-	"ID=LOC_Os03g64020.1;Name=LOC_Os03g64020.1;Parent=LOC_Os03g64020"	LOC_Os03g64020.1
Chr3	35100038	35103600	+	"ID=LOC_Os03g61920.1;Name=LOC_Os03g61920.1;Parent=LOC_Os03g61920"	LOC_Os03g61920.1
Chr3	35105143	35112533	-	"ID=LOC_Os03g61930.1;Name=LOC_Os03g61930.1;Parent=LOC_Os03g61930"	LOC_Os03g61930.1
Chr3	35444418	35446363	+	"ID=LOC_Os03g62630.1;Name=LOC_Os03g62630.1;Parent=LOC_Os03g62630"	LOC_Os03g62630.1
Chr3	35446441	35452471	-	"ID=LOC_Os03g62640.2;Name=LOC_Os03g62640.2;Parent=LOC_Os03g62640"	LOC_Os03g62640.2
Chr3	35673283	35676863	-	"ID=LOC_Os03g63110.1;Name=LOC_Os03g63110.1;Parent=LOC_Os03g63110"	LOC_Os03g63110.1
Chr3	35689562	35692388	+	"ID=LOC_Os03g63140.1;Name=LOC_Os03g63140.1;Parent=LOC_Os03g63140"	LOC_Os03g63140.1
Chr3	36189259	36190656	+	"ID=LOC_Os03g64050.1;Name=LOC_Os03g64050.1;Parent=LOC_Os03g64050"	LOC_Os03g64050.1
Chr3	36193349	36193847	-	"ID=LOC_Os03g64060.1;Name=LOC_Os03g64060.1;Parent=LOC_Os03g64060"	LOC_Os03g64060.1
Chr3	36203955	36205259	+	"ID=LOC_Os03g64070.1;Name=LOC_Os03g64070.1;Parent=LOC_Os03g64070"	LOC_Os03g64070.1
Chr3	35453423	35460417	+	"ID=LOC_Os03g62650.1;Name=LOC_Os03g62650.1;Parent=LOC_Os03g62650"	LOC_Os03g62650.1
Chr3	35693286	35699010	-	"ID=LOC_Os03g63150.2;Name=LOC_Os03g63150.2;Parent=LOC_Os03g63150"	LOC_Os03g63150.2
Chr3	36224273	36225086	-	"ID=LOC_Os03g64100.1;Name=LOC_Os03g64100.1;Parent=LOC_Os03g64100"	LOC_Os03g64100.1
Chr3	36228699	36232930	+	"ID=LOC_Os03g64110.1;Name=LOC_Os03g64110.1;Parent=LOC_Os03g64110"	LOC_Os03g64110.1
Chr3	36239056	36240813	-	"ID=LOC_Os03g64130.1;Name=LOC_Os03g64130.1;Parent=LOC_Os03g64130"	LOC_Os03g64130.1
Chr3	36243053	36245080	-	"ID=LOC_Os03g64140.1;Name=LOC_Os03g64140.1;Parent=LOC_Os03g64140"	LOC_Os03g64140.1
Chr3	35122440	35124356	+	"ID=LOC_Os03g61960.1;Name=LOC_Os03g61960.1;Parent=LOC_Os03g61960"	LOC_Os03g61960.1
Chr3	35467630	35469813	+	"ID=LOC_Os03g62670.1;Name=LOC_Os03g62670.1;Parent=LOC_Os03g62670"	LOC_Os03g62670.1
Chr3	35736065	35741607	-	"ID=LOC_Os03g63250.1;Name=LOC_Os03g63250.1;Parent=LOC_Os03g63250"	LOC_Os03g63250.1
Chr3	35741826	35748174	+	"ID=LOC_Os03g63260.3;Name=LOC_Os03g63260.3;Parent=LOC_Os03g63260"	LOC_Os03g63260.3
Chr3	36246086	36247682	-	"ID=LOC_Os03g64150.1;Name=LOC_Os03g64150.1;Parent=LOC_Os03g64150"	LOC_Os03g64150.1
Chr3	36256015	36259499	-	"ID=LOC_Os03g64170.1;Name=LOC_Os03g64170.1;Parent=LOC_Os03g64170"	LOC_Os03g64170.1
Chr3	36265515	36271478	-	"ID=LOC_Os03g64190.1;Name=LOC_Os03g64190.1;Parent=LOC_Os03g64190"	LOC_Os03g64190.1
Chr3	35125518	35129362	-	"ID=LOC_Os03g61970.1;Name=LOC_Os03g61970.1;Parent=LOC_Os03g61970"	LOC_Os03g61970.1
Chr3	35134112	35137327	-	"ID=LOC_Os03g61990.3;Name=LOC_Os03g61990.3;Parent=LOC_Os03g61990"	LOC_Os03g61990.3
Chr3	35753292	35758055	+	"ID=LOC_Os03g63270.1;Name=LOC_Os03g63270.1;Parent=LOC_Os03g63270"	LOC_Os03g63270.1
Chr3	35766930	35769093	+	"ID=LOC_Os03g63280.1;Name=LOC_Os03g63280.1;Parent=LOC_Os03g63280"	LOC_Os03g63280.1
Chr3	35772622	35777460	-	"ID=LOC_Os03g63300.1;Name=LOC_Os03g63300.1;Parent=LOC_Os03g63300"	LOC_Os03g63300.1
Chr3	35777909	35781336	+	"ID=LOC_Os03g63310.1;Name=LOC_Os03g63310.1;Parent=LOC_Os03g63310"	LOC_Os03g63310.1
Chr3	35790047	35795496	+	"ID=LOC_Os03g63330.1;Name=LOC_Os03g63330.1;Parent=LOC_Os03g63330"	LOC_Os03g63330.1
Chr3	36281082	36284945	-	"ID=LOC_Os03g64210.1;Name=LOC_Os03g64210.1;Parent=LOC_Os03g64210"	LOC_Os03g64210.1
Chr3	36286354	36289215	-	"ID=LOC_Os03g64219.1;Name=LOC_Os03g64219.1;Parent=LOC_Os03g64219"	LOC_Os03g64219.1
Chr3	35140195	35141216	+	"ID=LOC_Os03g62010.1;Name=LOC_Os03g62010.1;Parent=LOC_Os03g62010"	LOC_Os03g62010.1
Chr3	35480584	35486347	-	"ID=LOC_Os03g62700.1;Name=LOC_Os03g62700.1;Parent=LOC_Os03g62700"	LOC_Os03g62700.1
Chr3	35806039	35808915	-	"ID=LOC_Os03g63360.1;Name=LOC_Os03g63360.1;Parent=LOC_Os03g63360"	LOC_Os03g63360.1
Chr3	35809964	35814672	-	"ID=LOC_Os03g63370.1;Name=LOC_Os03g63370.1;Parent=LOC_Os03g63370"	LOC_Os03g63370.1
Chr3	35820760	35821532	+	"ID=LOC_Os03g63390.1;Name=LOC_Os03g63390.1;Parent=LOC_Os03g63390"	LOC_Os03g63390.1
Chr3	35822112	35824358	+	"ID=LOC_Os03g63400.1;Name=LOC_Os03g63400.1;Parent=LOC_Os03g63400"	LOC_Os03g63400.1
Chr3	35826263	35830205	-	"ID=LOC_Os03g63410.1;Name=LOC_Os03g63410.1;Parent=LOC_Os03g63410"	LOC_Os03g63410.1
Chr3	36295246	36297531	+	"ID=LOC_Os03g64250.2;Name=LOC_Os03g64250.2;Parent=LOC_Os03g64250"	LOC_Os03g64250.2
Chr3	35168119	35174079	-	"ID=LOC_Os03g62080.1;Name=LOC_Os03g62080.1;Parent=LOC_Os03g62080"	LOC_Os03g62080.1
Chr3	35503057	35506824	-	"ID=LOC_Os03g62740.1;Name=LOC_Os03g62740.1;Parent=LOC_Os03g62740"	LOC_Os03g62740.1
Chr3	35511319	35518031	+	"ID=LOC_Os03g62750.1;Name=LOC_Os03g62750.1;Parent=LOC_Os03g62750"	LOC_Os03g62750.1
Chr3	35830359	35832570	+	"ID=LOC_Os03g63420.1;Name=LOC_Os03g63420.1;Parent=LOC_Os03g63420"	LOC_Os03g63420.1
Chr3	35833974	35838008	-	"ID=LOC_Os03g63430.1;Name=LOC_Os03g63430.1;Parent=LOC_Os03g63430"	LOC_Os03g63430.1
Chr3	36301489	36302407	-	"ID=LOC_Os03g64260.1;Name=LOC_Os03g64260.1;Parent=LOC_Os03g64260"	LOC_Os03g64260.1
Chr3	36318345	36319662	+	"ID=LOC_Os03g64280.1;Name=LOC_Os03g64280.1;Parent=LOC_Os03g64280"	LOC_Os03g64280.1
Chr3	36319930	36335463	-	"ID=LOC_Os03g64290.1;Name=LOC_Os03g64290.1;Parent=LOC_Os03g64290"	LOC_Os03g64290.1
Chr3	35190795	35197564	+	"ID=LOC_Os03g62110.2;Name=LOC_Os03g62110.2;Parent=LOC_Os03g62110"	LOC_Os03g62110.2
Chr3	35840621	35843776	+	"ID=LOC_Os03g63440.1;Name=LOC_Os03g63440.1;Parent=LOC_Os03g63440"	LOC_Os03g63440.1
Chr3	35845949	35854299	+	"ID=LOC_Os03g63450.1;Name=LOC_Os03g63450.1;Parent=LOC_Os03g63450"	LOC_Os03g63450.1
Chr3	35861518	35864177	+	"ID=LOC_Os03g63480.1;Name=LOC_Os03g63480.1;Parent=LOC_Os03g63480"	LOC_Os03g63480.1
Chr3	36345554	36346953	-	"ID=LOC_Os03g64310.1;Name=LOC_Os03g64310.1;Parent=LOC_Os03g64310"	LOC_Os03g64310.1
Chr3	36347802	36358609	+	"ID=LOC_Os03g64320.1;Name=LOC_Os03g64320.1;Parent=LOC_Os03g64320"	LOC_Os03g64320.1
Chr3	35208499	35211351	-	"ID=LOC_Os03g62160.2;Name=LOC_Os03g62160.2;Parent=LOC_Os03g62160"	LOC_Os03g62160.2
Chr3	35212863	35218270	+	"ID=LOC_Os03g62170.1;Name=LOC_Os03g62170.1;Parent=LOC_Os03g62170"	LOC_Os03g62170.1
Chr3	35516551	35518031	-	"ID=LOC_Os03g62760.1;Name=LOC_Os03g62760.1;Parent=LOC_Os03g62760"	LOC_Os03g62760.1
Chr3	35520540	35523897	-	"ID=LOC_Os03g62780.1;Name=LOC_Os03g62780.1;Parent=LOC_Os03g62780"	LOC_Os03g62780.1
Chr3	35524222	35526363	-	"ID=LOC_Os03g62790.1;Name=LOC_Os03g62790.1;Parent=LOC_Os03g62790"	LOC_Os03g62790.1
Chr3	35865184	35867788	+	"ID=LOC_Os03g63490.1;Name=LOC_Os03g63490.1;Parent=LOC_Os03g63490"	LOC_Os03g63490.1
Chr3	35868698	35875491	-	"ID=LOC_Os03g63500.1;Name=LOC_Os03g63500.1;Parent=LOC_Os03g63500"	LOC_Os03g63500.1
Chr3	35877542	35882905	-	"ID=LOC_Os03g63510.1;Name=LOC_Os03g63510.1;Parent=LOC_Os03g63510"	LOC_Os03g63510.1
Chr3	36360645	36361743	+	"ID=LOC_Os03g64330.1;Name=LOC_Os03g64330.1;Parent=LOC_Os03g64330"	LOC_Os03g64330.1
Chr3	36376402	36381544	-	"ID=LOC_Os03g64350.1;Name=LOC_Os03g64350.1;Parent=LOC_Os03g64350"	LOC_Os03g64350.1
Chr3	36381707	36384500	+	"ID=LOC_Os03g64360.1;Name=LOC_Os03g64360.1;Parent=LOC_Os03g64360"	LOC_Os03g64360.1
Chr3	35218962	35222920	-	"ID=LOC_Os03g62180.2;Name=LOC_Os03g62180.2;Parent=LOC_Os03g62180"	LOC_Os03g62180.2
Chr3	35242074	35242925	+	"ID=LOC_Os03g62210.1;Name=LOC_Os03g62210.1;Parent=LOC_Os03g62210"	LOC_Os03g62210.1
Chr3	35543736	35546969	-	"ID=LOC_Os03g62830.1;Name=LOC_Os03g62830.1;Parent=LOC_Os03g62830"	LOC_Os03g62830.1
Chr3	35549164	35558048	-	"ID=LOC_Os03g62850.1;Name=LOC_Os03g62850.1;Parent=LOC_Os03g62850"	LOC_Os03g62850.1
Chr3	35883518	35888218	-	"ID=LOC_Os03g63520.1;Name=LOC_Os03g63520.1;Parent=LOC_Os03g63520"	LOC_Os03g63520.1
Chr3	35890202	35894181	+	"ID=LOC_Os03g63530.1;Name=LOC_Os03g63530.1;Parent=LOC_Os03g63530"	LOC_Os03g63530.1
Chr3	35897233	35899393	-	"ID=LOC_Os03g63550.1;Name=LOC_Os03g63550.1;Parent=LOC_Os03g63550"	LOC_Os03g63550.1
Chr3	35899556	35901799	+	"ID=LOC_Os03g63554.1;Name=LOC_Os03g63554.1;Parent=LOC_Os03g63554"	LOC_Os03g63554.1
Chr3	36394773	36401705	+	"ID=LOC_Os03g64400.1;Name=LOC_Os03g64400.1;Parent=LOC_Os03g64400"	LOC_Os03g64400.1
Chr3	35259267	35264558	-	"ID=LOC_Os03g62260.1;Name=LOC_Os03g62260.1;Parent=LOC_Os03g62260"	LOC_Os03g62260.1
Chr3	35266202	35269749	+	"ID=LOC_Os03g62270.1;Name=LOC_Os03g62270.1;Parent=LOC_Os03g62270"	LOC_Os03g62270.1
Chr3	35562754	35564991	-	"ID=LOC_Os03g62870.2;Name=LOC_Os03g62870.2;Parent=LOC_Os03g62870"	LOC_Os03g62870.2
Chr3	35906755	35908400	+	"ID=LOC_Os03g63580.1;Name=LOC_Os03g63580.1;Parent=LOC_Os03g63580"	LOC_Os03g63580.1
Chr3	35955546	35960595	-	"ID=LOC_Os03g63660.1;Name=LOC_Os03g63660.1;Parent=LOC_Os03g63660"	LOC_Os03g63660.1
Chr3	35964865	35968404	-	"ID=LOC_Os03g63670.2;Name=LOC_Os03g63670.2;Parent=LOC_Os03g63670"	LOC_Os03g63670.2
Chr3	35312451	35317359	-	"ID=LOC_Os03g62340.1;Name=LOC_Os03g62340.1;Parent=LOC_Os03g62340"	LOC_Os03g62340.1
Chr3	35589785	35597745	+	"ID=LOC_Os03g62910.2;Name=LOC_Os03g62910.2;Parent=LOC_Os03g62910"	LOC_Os03g62910.2
Chr3	35968492	35970517	+	"ID=LOC_Os03g63680.1;Name=LOC_Os03g63680.1;Parent=LOC_Os03g63680"	LOC_Os03g63680.1
Chr3	35975295	35979265	-	"ID=LOC_Os03g63710.1;Name=LOC_Os03g63710.1;Parent=LOC_Os03g63710"	LOC_Os03g63710.1
Chr3	35979772	35982391	-	"ID=LOC_Os03g63720.1;Name=LOC_Os03g63720.1;Parent=LOC_Os03g63720"	LOC_Os03g63720.1
Chr3	35332052	35334422	+	"ID=LOC_Os03g62370.1;Name=LOC_Os03g62370.1;Parent=LOC_Os03g62370"	LOC_Os03g62370.1
Chr3	35982552	35985822	+	"ID=LOC_Os03g63730.1;Name=LOC_Os03g63730.1;Parent=LOC_Os03g63730"	LOC_Os03g63730.1
Chr3	35989011	35992635	+	"ID=LOC_Os03g63750.1;Name=LOC_Os03g63750.1;Parent=LOC_Os03g63750"	LOC_Os03g63750.1
Chr3	35994361	35995919	-	"ID=LOC_Os03g63760.1;Name=LOC_Os03g63760.1;Parent=LOC_Os03g63760"	LOC_Os03g63760.1
Chr3	35385782	35392062	-	"ID=LOC_Os03g62500.1;Name=LOC_Os03g62500.1;Parent=LOC_Os03g62500"	LOC_Os03g62500.1
Chr3	36039164	36043822	+	"ID=LOC_Os03g63810.1;Name=LOC_Os03g63810.1;Parent=LOC_Os03g63810"	LOC_Os03g63810.1
Chr4	115620	119705	+	"ID=LOC_Os04g01150.1;Name=LOC_Os04g01150.1;Parent=LOC_Os04g01150"	LOC_Os04g01150.1
Chr4	121631	125374	-	"ID=LOC_Os04g01160.1;Name=LOC_Os04g01160.1;Parent=LOC_Os04g01160"	LOC_Os04g01160.1
Chr3	35625601	35629619	+	"ID=LOC_Os03g63010.2;Name=LOC_Os03g63010.2;Parent=LOC_Os03g63010"	LOC_Os03g63010.2
Chr3	35633546	35638716	+	"ID=LOC_Os03g63020.1;Name=LOC_Os03g63020.1;Parent=LOC_Os03g63020"	LOC_Os03g63020.1
Chr3	36074890	36079781	+	"ID=LOC_Os03g63860.1;Name=LOC_Os03g63860.1;Parent=LOC_Os03g63860"	LOC_Os03g63860.1
Chr3	36082359	36096572	+	"ID=LOC_Os03g63870.1;Name=LOC_Os03g63870.1;Parent=LOC_Os03g63870"	LOC_Os03g63870.1
Chr4	182512	186397	-	"ID=LOC_Os04g01240.1;Name=LOC_Os04g01240.1;Parent=LOC_Os04g01240"	LOC_Os04g01240.1
Chr3	36107251	36110942	+	"ID=LOC_Os03g63910.1;Name=LOC_Os03g63910.1;Parent=LOC_Os03g63910"	LOC_Os03g63910.1
Chr4	9075139	9077888	-	"ID=LOC_Os04g16680.1;Name=LOC_Os04g16680.1;Parent=LOC_Os04g16680"	LOC_Os04g16680.1
Chr4	9113637	9114419	-	"ID=LOC_Os04g16738.1;Name=LOC_Os04g16738.1;Parent=LOC_Os04g16738"	LOC_Os04g16738.1
Chr4	9134187	9135280	-	"ID=LOC_Os04g16764.1;Name=LOC_Os04g16764.1;Parent=LOC_Os04g16764"	LOC_Os04g16764.1
Chr4	9156712	9157117	+	"ID=LOC_Os04g16826.1;Name=LOC_Os04g16826.1;Parent=LOC_Os04g16826"	LOC_Os04g16826.1
Chr4	9160768	9161245	-	"ID=LOC_Os04g16844.1;Name=LOC_Os04g16844.1;Parent=LOC_Os04g16844"	LOC_Os04g16844.1
Chr4	9174386	9175114	+	"ID=LOC_Os04g16866.1;Name=LOC_Os04g16866.1;Parent=LOC_Os04g16866"	LOC_Os04g16866.1
Chr4	8507962	8511064	+	"ID=LOC_Os04g15650.1;Name=LOC_Os04g15650.1;Parent=LOC_Os04g15650"	LOC_Os04g15650.1
Chr4	8528512	8533183	+	"ID=LOC_Os04g15690.1;Name=LOC_Os04g15690.1;Parent=LOC_Os04g15690"	LOC_Os04g15690.1
Chr4	8555454	8555965	-	"ID=LOC_Os04g15740.1;Name=LOC_Os04g15740.1;Parent=LOC_Os04g15740"	LOC_Os04g15740.1
Chr4	6902844	6909634	-	"ID=LOC_Os04g12480.1;Name=LOC_Os04g12480.1;Parent=LOC_Os04g12480"	LOC_Os04g12480.1
Chr4	6913245	6916224	-	"ID=LOC_Os04g12499.1;Name=LOC_Os04g12499.1;Parent=LOC_Os04g12499"	LOC_Os04g12499.1
Chr4	9177364	9178959	+	"ID=LOC_Os04g16874.1;Name=LOC_Os04g16874.1;Parent=LOC_Os04g16874"	LOC_Os04g16874.1
Chr4	6996863	7005632	-	"ID=LOC_Os04g12639.1;Name=LOC_Os04g12639.1;Parent=LOC_Os04g12639"	LOC_Os04g12639.1
Chr4	7947573	7949781	+	"ID=LOC_Os04g14190.1;Name=LOC_Os04g14190.1;Parent=LOC_Os04g14190"	LOC_Os04g14190.1
Chr4	7961018	7964447	-	"ID=LOC_Os04g14204.1;Name=LOC_Os04g14204.1;Parent=LOC_Os04g14204"	LOC_Os04g14204.1
Chr4	7973003	7983887	-	"ID=LOC_Os04g14220.2;Name=LOC_Os04g14220.2;Parent=LOC_Os04g14220"	LOC_Os04g14220.2
Chr4	8586210	8588305	-	"ID=LOC_Os04g15800.1;Name=LOC_Os04g15800.1;Parent=LOC_Os04g15800"	LOC_Os04g15800.1
Chr4	8588650	8594339	+	"ID=LOC_Os04g15820.1;Name=LOC_Os04g15820.1;Parent=LOC_Os04g15820"	LOC_Os04g15820.1
Chr4	8599011	8600299	+	"ID=LOC_Os04g15840.1;Name=LOC_Os04g15840.1;Parent=LOC_Os04g15840"	LOC_Os04g15840.1
Chr4	7031215	7033483	-	"ID=LOC_Os04g12720.1;Name=LOC_Os04g12720.1;Parent=LOC_Os04g12720"	LOC_Os04g12720.1
Chr4	9291213	9291999	-	"ID=LOC_Os04g16970.1;Name=LOC_Os04g16970.1;Parent=LOC_Os04g16970"	LOC_Os04g16970.1
Chr4	9352230	9359385	+	"ID=LOC_Os04g17064.1;Name=LOC_Os04g17064.1;Parent=LOC_Os04g17064"	LOC_Os04g17064.1
Chr4	8009023	8018542	+	"ID=LOC_Os04g14304.1;Name=LOC_Os04g14304.1;Parent=LOC_Os04g14304"	LOC_Os04g14304.1
Chr4	9367935	9369158	-	"ID=LOC_Os04g17100.1;Name=LOC_Os04g17100.1;Parent=LOC_Os04g17100"	LOC_Os04g17100.1
Chr4	8064649	8072284	-	"ID=LOC_Os04g14410.1;Name=LOC_Os04g14410.1;Parent=LOC_Os04g14410"	LOC_Os04g14410.1
Chr4	7153701	7156100	-	"ID=LOC_Os04g12960.1;Name=LOC_Os04g12960.1;Parent=LOC_Os04g12960"	LOC_Os04g12960.1
Chr4	7156820	7159820	-	"ID=LOC_Os04g12970.1;Name=LOC_Os04g12970.1;Parent=LOC_Os04g12970"	LOC_Os04g12970.1
Chr4	8085839	8090712	-	"ID=LOC_Os04g14450.1;Name=LOC_Os04g14450.1;Parent=LOC_Os04g14450"	LOC_Os04g14450.1
Chr4	8117434	8126285	-	"ID=LOC_Os04g14510.2;Name=LOC_Os04g14510.2;Parent=LOC_Os04g14510"	LOC_Os04g14510.2
Chr4	7254464	7256866	-	"ID=LOC_Os04g13150.1;Name=LOC_Os04g13150.1;Parent=LOC_Os04g13150"	LOC_Os04g13150.1
Chr4	7260495	7262700	-	"ID=LOC_Os04g13160.1;Name=LOC_Os04g13160.1;Parent=LOC_Os04g13160"	LOC_Os04g13160.1
Chr4	7265196	7267272	-	"ID=LOC_Os04g13170.1;Name=LOC_Os04g13170.1;Parent=LOC_Os04g13170"	LOC_Os04g13170.1
Chr4	7301573	7312295	-	"ID=LOC_Os04g13210.1;Name=LOC_Os04g13210.1;Parent=LOC_Os04g13210"	LOC_Os04g13210.1
Chr4	7317232	7325788	-	"ID=LOC_Os04g13220.1;Name=LOC_Os04g13220.1;Parent=LOC_Os04g13220"	LOC_Os04g13220.1
Chr4	7351645	7359351	+	"ID=LOC_Os04g13260.1;Name=LOC_Os04g13260.1;Parent=LOC_Os04g13260"	LOC_Os04g13260.1
Chr4	9562445	9564711	-	"ID=LOC_Os04g17479.1;Name=LOC_Os04g17479.1;Parent=LOC_Os04g17479"	LOC_Os04g17479.1
Chr4	8216513	8233284	-	"ID=LOC_Os04g14654.2;Name=LOC_Os04g14654.2;Parent=LOC_Os04g14654"	LOC_Os04g14654.2
Chr4	8239237	8241868	-	"ID=LOC_Os04g14680.1;Name=LOC_Os04g14680.1;Parent=LOC_Os04g14680"	LOC_Os04g14680.1
Chr4	8948206	8950028	-	"ID=LOC_Os04g16450.1;Name=LOC_Os04g16450.1;Parent=LOC_Os04g16450"	LOC_Os04g16450.1
Chr4	7492471	7493863	-	"ID=LOC_Os04g13460.1;Name=LOC_Os04g13460.1;Parent=LOC_Os04g13460"	LOC_Os04g13460.1
Chr4	7503997	7517906	+	"ID=LOC_Os04g13470.1;Name=LOC_Os04g13470.1;Parent=LOC_Os04g13470"	LOC_Os04g13470.1
Chr4	8243687	8249942	-	"ID=LOC_Os04g14690.1;Name=LOC_Os04g14690.1;Parent=LOC_Os04g14690"	LOC_Os04g14690.1
Chr4	9671230	9674123	-	"ID=LOC_Os04g17660.2;Name=LOC_Os04g17660.2;Parent=LOC_Os04g17660"	LOC_Os04g17660.2
Chr4	9684572	9685135	+	"ID=LOC_Os04g17669.1;Name=LOC_Os04g17669.1;Parent=LOC_Os04g17669"	LOC_Os04g17669.1
Chr4	9695100	9703565	+	"ID=LOC_Os04g17700.1;Name=LOC_Os04g17700.1;Parent=LOC_Os04g17700"	LOC_Os04g17700.1
Chr4	8280282	8285271	-	"ID=LOC_Os04g14760.1;Name=LOC_Os04g14760.1;Parent=LOC_Os04g14760"	LOC_Os04g14760.1
Chr4	8307223	8314255	-	"ID=LOC_Os04g14790.1;Name=LOC_Os04g14790.1;Parent=LOC_Os04g14790"	LOC_Os04g14790.1
Chr4	8320563	8321450	-	"ID=LOC_Os04g14810.1;Name=LOC_Os04g14810.1;Parent=LOC_Os04g14810"	LOC_Os04g14810.1
Chr4	4274885	4290697	+	"ID=LOC_Os04g08034.2;Name=LOC_Os04g08034.2;Parent=LOC_Os04g08034"	LOC_Os04g08034.2
Chr4	5111680	5113638	-	"ID=LOC_Os04g09530.1;Name=LOC_Os04g09530.1;Parent=LOC_Os04g09530"	LOC_Os04g09530.1
Chr4	5121027	5124372	+	"ID=LOC_Os04g09540.1;Name=LOC_Os04g09540.1;Parent=LOC_Os04g09540"	LOC_Os04g09540.1
Chr4	5135227	5142143	-	"ID=LOC_Os04g09580.1;Name=LOC_Os04g09580.1;Parent=LOC_Os04g09580"	LOC_Os04g09580.1
Chr4	5161917	5167494	+	"ID=LOC_Os04g09604.1;Name=LOC_Os04g09604.1;Parent=LOC_Os04g09604"	LOC_Os04g09604.1
Chr4	5931174	5931871	-	"ID=LOC_Os04g10940.1;Name=LOC_Os04g10940.1;Parent=LOC_Os04g10940"	LOC_Os04g10940.1
Chr4	5178469	5186509	+	"ID=LOC_Os04g09654.1;Name=LOC_Os04g09654.1;Parent=LOC_Os04g09654"	LOC_Os04g09654.1
Chr4	5189852	5190496	-	"ID=LOC_Os04g09670.1;Name=LOC_Os04g09670.1;Parent=LOC_Os04g09670"	LOC_Os04g09670.1
Chr4	3465245	3470783	+	"ID=LOC_Os04g06590.1;Name=LOC_Os04g06590.1;Parent=LOC_Os04g06590"	LOC_Os04g06590.1
Chr4	5207942	5216580	-	"ID=LOC_Os04g09720.1;Name=LOC_Os04g09720.1;Parent=LOC_Os04g09720"	LOC_Os04g09720.1
Chr4	6097215	6097691	-	"ID=LOC_Os04g11200.1;Name=LOC_Os04g11200.1;Parent=LOC_Os04g11200"	LOC_Os04g11200.1
Chr4	5263669	5266752	-	"ID=LOC_Os04g09810.1;Name=LOC_Os04g09810.1;Parent=LOC_Os04g09810"	LOC_Os04g09810.1
Chr4	3575300	3581555	-	"ID=LOC_Os04g06790.1;Name=LOC_Os04g06790.1;Parent=LOC_Os04g06790"	LOC_Os04g06790.1
Chr4	4424830	4427683	-	"ID=LOC_Os04g08290.1;Name=LOC_Os04g08290.1;Parent=LOC_Os04g08290"	LOC_Os04g08290.1
Chr4	5318060	5326427	+	"ID=LOC_Os04g09900.1;Name=LOC_Os04g09900.1;Parent=LOC_Os04g09900"	LOC_Os04g09900.1
Chr4	6225092	6226577	-	"ID=LOC_Os04g11390.2;Name=LOC_Os04g11390.2;Parent=LOC_Os04g11390"	LOC_Os04g11390.2
Chr4	3609046	3613651	-	"ID=LOC_Os04g06850.1;Name=LOC_Os04g06850.1;Parent=LOC_Os04g06850"	LOC_Os04g06850.1
Chr4	4452696	4455350	+	"ID=LOC_Os04g08340.1;Name=LOC_Os04g08340.1;Parent=LOC_Os04g08340"	LOC_Os04g08340.1
Chr4	4457458	4461845	-	"ID=LOC_Os04g08350.1;Name=LOC_Os04g08350.1;Parent=LOC_Os04g08350"	LOC_Os04g08350.1
Chr4	6255954	6258351	-	"ID=LOC_Os04g11440.1;Name=LOC_Os04g11440.1;Parent=LOC_Os04g11440"	LOC_Os04g11440.1
Chr4	3635172	3638048	+	"ID=LOC_Os04g06900.1;Name=LOC_Os04g06900.1;Parent=LOC_Os04g06900"	LOC_Os04g06900.1
Chr4	4463046	4463552	+	"ID=LOC_Os04g08360.1;Name=LOC_Os04g08360.1;Parent=LOC_Os04g08360"	LOC_Os04g08360.1
Chr4	4508804	4513883	-	"ID=LOC_Os04g08410.1;Name=LOC_Os04g08410.1;Parent=LOC_Os04g08410"	LOC_Os04g08410.1
